hm	lnc	aso	expr	corr	number_of_DEG	number_genes_from_himorna	TP	TN	FP	FN
H3K4me2	ENSG00000227053	ASO_G0227053_04	up	plus	135	13	0	135	13	124097
H3K4me2	ENSG00000227053	ASO_G0227053_04	down	plus	312	13	0	312	13	123920
H3K4me2	ENSG00000227053	ASO_G0227053_04	down	minus	312	140	0	312	13	123920
H3K4me2	ENSG00000228526	ASO_G0228526_10	down	plus	8	2	0	8	2	124235
H3K4me2	ENSG00000228526	ASO_G0228526_10	up	plus	4	2	0	4	2	124239
H3K4me2	ENSG00000230074	ASO_G0230074_05	down	minus	1276	2	0	1276	2	122967
H3K4me2	ENSG00000230074	ASO_G0230074_05	up	minus	1090	2	0	1090	2	123153
H3K4me2	ENSG00000230074	ASO_G0230074_07	up	minus	57	2	0	57	2	124186
H3K4me2	ENSG00000230074	ASO_G0230074_07	down	minus	198	2	0	198	2	124045
H3K4me2	ENSG00000230417	ASO_G0230417_01	down	plus	255	6	0	255	6	123984
H3K4me2	ENSG00000230417	ASO_G0230417_01	down	minus	255	1	0	255	6	123984
H3K4me2	ENSG00000230417	ASO_G0230417_01	up	minus	146	1	0	146	6	124093
H3K4me2	ENSG00000230417	ASO_G0230417_01	up	plus	146	6	0	146	6	124093
H3K4me2	ENSG00000230417	ASO_G0230417_02	down	minus	2	1	0	2	6	124237
H3K4me2	ENSG00000230417	ASO_G0230417_02	up	plus	1	6	0	1	6	124238
H3K4me2	ENSG00000230417	ASO_G0230417_02	down	plus	2	6	0	2	6	124237
H3K4me2	ENSG00000230417	ASO_G0230417_02	up	minus	1	1	0	1	6	124238
H3K4me2	ENSG00000230630	ASO_G0230630_AD_04	up	plus	229	4080	15	214	4065	119951
H3K4me2	ENSG00000230630	ASO_G0230630_AD_04	down	plus	424	4080	134	290	3946	119875
H3K4me2	ENSG00000230630	ASO_G0230630_AD_04	up	minus	229	3023	15	214	4065	119951
H3K4me2	ENSG00000230630	ASO_G0230630_AD_04	down	minus	424	3023	134	290	3946	119875
H3K4me2	ENSG00000231312	ASO_G0231312_02	down	minus	286	1118	1	285	144	123815
H3K4me2	ENSG00000231312	ASO_G0231312_02	up	minus	89	1118	1	88	144	124012
H3K4me2	ENSG00000231312	ASO_G0231312_02	down	plus	286	145	1	285	144	123815
H3K4me2	ENSG00000231312	ASO_G0231312_02	up	plus	89	145	1	88	144	124012
H3K4me2	ENSG00000231312	ASO_G0231312_04	down	plus	4	145	0	4	145	124096
H3K4me2	ENSG00000231312	ASO_G0231312_04	down	minus	4	1118	0	4	145	124096
H3K4me2	ENSG00000233117	ASO_G0233117_02	up	plus	687	11570	187	500	13390	110168
H3K4me2	ENSG00000233117	ASO_G0233117_02	down	minus	512	13579	166	346	13411	110322
H3K4me2	ENSG00000233117	ASO_G0233117_02	up	minus	687	13579	187	500	13390	110168
H3K4me2	ENSG00000233117	ASO_G0233117_02	down	plus	512	11570	166	346	13411	110322
H3K4me2	ENSG00000233117	ASO_G0233117_04	down	plus	3	11570	0	3	13577	110665
H3K4me2	ENSG00000233117	ASO_G0233117_04	down	minus	3	13579	0	3	13577	110665
H3K4me2	ENSG00000233117	ASO_G0233117_04	up	minus	1	13579	0	1	13577	110667
H3K4me2	ENSG00000233117	ASO_G0233117_04	up	plus	1	11570	0	1	13577	110667
H3K4me2	ENSG00000233901	ASO_G0233901_02	down	minus	2	1	0	2	1	124242
H3K4me2	ENSG00000233901	ASO_G0233901_04	down	minus	123	1	0	123	1	124121
H3K4me2	ENSG00000233901	ASO_G0233901_04	up	minus	56	1	0	56	1	124188
H3K4me2	ENSG00000233901	ASO_G0233901_05	down	minus	1859	1	0	1859	1	122385
H3K4me2	ENSG00000233901	ASO_G0233901_05	up	minus	1410	1	0	1410	1	122834
H3K4me2	ENSG00000233937	ASO_G0233937_05	down	plus	1	7	0	1	7	124237
H3K4me2	ENSG00000234327	ASO_G0234327_07	down	minus	1	77	0	1	28	124216
H3K4me2	ENSG00000234327	ASO_G0234327_07	down	plus	1	28	0	1	28	124216
H3K4me2	ENSG00000234456	ASO_G0234456_01	up	minus	1	2852	1	0	3405	120839
H3K4me2	ENSG00000234456	ASO_G0234456_01	down	plus	20	3406	3	17	3403	120822
H3K4me2	ENSG00000234456	ASO_G0234456_01	up	plus	1	3406	1	0	3405	120839
H3K4me2	ENSG00000234456	ASO_G0234456_01	down	minus	20	2852	3	17	3403	120822
H3K4me2	ENSG00000234456	ASO_G0234456_04	down	minus	31	2852	9	22	3397	120817
H3K4me2	ENSG00000234456	ASO_G0234456_04	down	plus	31	3406	9	22	3397	120817
H3K4me2	ENSG00000234456	ASO_G0234456_04	up	minus	9	2852	1	8	3405	120831
H3K4me2	ENSG00000234456	ASO_G0234456_04	up	plus	9	3406	1	8	3405	120831
H3K4me2	ENSG00000234546	ASO_G0234546_02	up	minus	5	2835	0	5	2835	121405
H3K4me2	ENSG00000234546	ASO_G0234546_02	down	plus	8	85	1	7	2834	121403
H3K4me2	ENSG00000234546	ASO_G0234546_02	up	plus	5	85	0	5	2835	121405
H3K4me2	ENSG00000234546	ASO_G0234546_02	down	minus	8	2835	1	7	2834	121403
H3K4me2	ENSG00000234546	ASO_G0234546_07	up	minus	41	2835	7	34	2828	121376
H3K4me2	ENSG00000234546	ASO_G0234546_07	down	plus	117	85	7	110	2828	121300
H3K4me2	ENSG00000234546	ASO_G0234546_07	up	plus	41	85	7	34	2828	121376
H3K4me2	ENSG00000234546	ASO_G0234546_07	down	minus	117	2835	7	110	2828	121300
H3K4me2	ENSG00000234608	ASO_G0234608_06	down	minus	619	1	0	619	1	123625
H3K4me2	ENSG00000234608	ASO_G0234608_06	up	minus	227	1	0	227	1	124017
H3K4me2	ENSG00000234608	ASO_G0234608_AD_01	down	minus	48	1	0	48	1	124196
H3K4me2	ENSG00000234608	ASO_G0234608_AD_01	up	minus	53	1	0	53	1	124191
H3K4me2	ENSG00000234608	ASO_G0234608_AD_04	up	minus	76	1	0	76	1	124168
H3K4me2	ENSG00000234608	ASO_G0234608_AD_04	down	minus	95	1	0	95	1	124149
H3K4me2	ENSG00000236753	ASO_G0236753_AD_01	down	minus	3	3	0	3	3	124239
H3K4me2	ENSG00000237187	ASO_G0237187_03	down	minus	4	14768	1	3	12016	112225
H3K4me2	ENSG00000237187	ASO_G0237187_03	down	plus	4	12018	1	3	12016	112225
H3K4me2	ENSG00000237187	ASO_G0237187_AD_01	down	plus	2	12018	2	0	12015	112228
H3K4me2	ENSG00000237187	ASO_G0237187_AD_01	down	minus	2	14768	2	0	12015	112228
H3K4me2	ENSG00000237187	ASO_G0237187_AD_08	up	plus	52	12018	5	47	12012	112181
H3K4me2	ENSG00000237187	ASO_G0237187_AD_08	up	minus	52	14768	5	47	12012	112181
H3K4me2	ENSG00000237187	ASO_G0237187_AD_08	down	plus	2	12018	0	2	12017	112226
H3K4me2	ENSG00000237187	ASO_G0237187_AD_08	down	minus	2	14768	0	2	12017	112226
H3K4me2	ENSG00000240875	ASO_G0240875_01	down	minus	2	12327	0	2	12327	111916
H3K4me2	ENSG00000240875	ASO_G0240875_01	up	minus	3	12327	0	3	12327	111915
H3K4me2	ENSG00000240875	ASO_G0240875_01	down	plus	2	7861	0	2	12327	111916
H3K4me2	ENSG00000240875	ASO_G0240875_01	up	plus	3	7861	0	3	12327	111915
H3K4me2	ENSG00000240875	ASO_G0240875_02	down	minus	89	12327	36	53	12291	111865
H3K4me2	ENSG00000240875	ASO_G0240875_02	up	plus	72	7861	14	58	12313	111860
H3K4me2	ENSG00000240875	ASO_G0240875_02	up	minus	72	12327	14	58	12313	111860
H3K4me2	ENSG00000240875	ASO_G0240875_02	down	plus	89	7861	36	53	12291	111865
H3K4me2	ENSG00000240875	ASO_G0240875_03	down	minus	302	12327	98	204	12229	111714
H3K4me2	ENSG00000240875	ASO_G0240875_03	down	plus	302	7861	98	204	12229	111714
H3K4me2	ENSG00000240875	ASO_G0240875_03	up	plus	163	7861	34	129	12293	111789
H3K4me2	ENSG00000240875	ASO_G0240875_03	up	minus	163	12327	34	129	12293	111789
H3K4me2	ENSG00000240875	ASO_G0240875_04	down	plus	6	7861	1	5	12326	111913
H3K4me2	ENSG00000240875	ASO_G0240875_04	up	minus	2	12327	1	1	12326	111917
H3K4me2	ENSG00000240875	ASO_G0240875_04	up	plus	2	7861	1	1	12326	111917
H3K4me2	ENSG00000240875	ASO_G0240875_04	down	minus	6	12327	1	5	12326	111913
H3K4me2	ENSG00000240875	ASO_G0240875_10	up	minus	14	12327	4	10	12323	111908
H3K4me2	ENSG00000240875	ASO_G0240875_10	down	plus	6	7861	2	4	12325	111914
H3K4me2	ENSG00000240875	ASO_G0240875_10	up	plus	14	7861	4	10	12323	111908
H3K4me2	ENSG00000240875	ASO_G0240875_10	down	minus	6	12327	2	4	12325	111914
H3K4me2	ENSG00000241990	ASO_G0241990_01	up	minus	1	71	0	1	71	124173
H3K4me2	ENSG00000241990	ASO_G0241990_01	down	minus	2	71	0	2	71	124172
H3K4me2	ENSG00000241990	ASO_G0241990_01	up	plus	1	7	0	1	71	124173
H3K4me2	ENSG00000241990	ASO_G0241990_01	down	plus	2	7	0	2	71	124172
H3K4me2	ENSG00000244625	ASO_G0244625_04	up	plus	1	15	0	1	126	124118
H3K4me2	ENSG00000244625	ASO_G0244625_04	down	minus	10	126	0	10	126	124109
H3K4me2	ENSG00000244625	ASO_G0244625_04	down	plus	10	15	0	10	126	124109
H3K4me2	ENSG00000244625	ASO_G0244625_04	up	minus	1	126	0	1	126	124118
H3K4me2	ENSG00000244625	ASO_G0244625_AD_08	down	minus	1	126	0	1	126	124118
H3K4me2	ENSG00000244625	ASO_G0244625_AD_08	down	plus	1	15	0	1	126	124118
H3K4me2	ENSG00000244625	ASO_G0244625_AD_09	up	minus	12	126	0	12	126	124107
H3K4me2	ENSG00000244625	ASO_G0244625_AD_09	down	plus	44	15	0	44	126	124075
H3K4me2	ENSG00000244625	ASO_G0244625_AD_09	down	minus	44	126	0	44	126	124075
H3K4me2	ENSG00000244625	ASO_G0244625_AD_09	up	plus	12	15	0	12	126	124107
H3K4me2	ENSG00000245937	ASO_G0245937_01	up	minus	5	2699	0	5	2699	121541
H3K4me2	ENSG00000245937	ASO_G0245937_01	up	plus	5	718	0	5	2699	121541
H3K4me2	ENSG00000245937	ASO_G0245937_01	down	plus	34	718	6	28	2693	121518
H3K4me2	ENSG00000245937	ASO_G0245937_01	down	minus	34	2699	6	28	2693	121518
